English,French
Go get it.,Va le chercher !
Go get it.,Allez le chercher !
Go inside.,Entrez !
Go to bed.,Va dormir !
Go to bed.,Va au lit !
Go to bed.,Au lit !
Go to bed.,Allez au lit !
Go to bed.,File au lit !
Go to bed.,Au dodo !
Go to bed.,Va te coucher !
Good luck.,Bonne chance !
Good luck.,Bonne chance.
Good luck.,Bonne continuation !
Grab that.,Attrape ça !
Grab that.,Attrapez ça !
Grab that.,Saisis-toi de ça !
Grab that.,Saisissez-vous de ça !
Grab this.,Attrape ça !
Grab this.,Attrapez ça !
Hands off.,Pas touche !
Hands off.,Ne touche pas à ça !
Have some.,Prenez-en.
Have some.,Prends-en.
He is ill.,Il est malade.
He is old.,Il est vieux.
He's a DJ.,Il est DJ.
He's good.,Il est bon.
He's lazy.,Il est paresseux.
He's mine.,Il est à moi.
He's rich.,Il est riche.
He's sexy.,Il est sexy.
Head east.,Dirigez-vous vers l'est.
Head east.,Dirige-toi vers l'est.
Head west.,Dirigez-vous vers l'ouest.
Head west.,Dirige-toi vers l'ouest.
Here I am.,Me voici.
Here's $5.,Voilà cinq dollars.
Hold fire.,Halte au feu !
Hold fire.,Cessez le feu !
Hold this.,Tenez.
Hold this.,Tiens ça !
Hold this.,Tenez ça !
Hold this.,Tenez ceci !
Hold this.,Tiens ceci !
How awful!,C'est affreux !
How awful!,C'est horrible !
How is it?,Comment se fait-ce ?
How is it?,Comment se fait-il ?
How weird!,Comme c'est bizarre !
How's Tom?,Comment Tom va-t-il ?
How's Tom?,Comment va Tom ?
Humor Tom.,Mettez Tom de bonne humeur.
Humor Tom.,Mets Tom de bonne humeur.
I am cold.,J'ai froid.
I am good.,Je suis bon.
I am here.,Je suis ici.
I am okay.,Je vais bien.
I am sick.,Je suis malade.
I am sure.,Je suis sûr.
I am sure.,Je suis certain.
I am weak.,Je suis faible.
I beg you.,Je vous en prie.
I beg you.,Je vous en conjure.
I beg you.,Je vous en supplie.
I beg you.,Je te prie.
I blinked.,J'ai cligné des yeux.
I can fly.,Je sais voler.
I can run.,Je sais courir.
I can ski.,Je sais skier.
I cheated.,J'ai triché.
I cheered.,J'acclamais.
I crashed.,Je suis tombée.
I crashed.,Je suis tombé.
I crashed.,Je me suis écrasé.
I crashed.,Je me suis écrasée.
I cringed.,J'eus un mouvement de recul.
I cringed.,J'ai eu un mouvement de recul.
I cringed.,Je suis rentré en moi-même.
I escaped.,Je me suis enfui.
I escaped.,Je me suis échappé.
I exhaled.,J’ai expiré.
I fainted.,J’ai perdu connaissance.
I fainted.,J’ai fait une syncope.
I frowned.,J'ai froncé les sourcils.
I gave up.,J'ai abandonné.
I giggled.,J'ai gloussé.
I giggled.,J'ai ricané.
I giggled.,J’ai ri.
I giggled.,J’ai rigolé.
I give in.,Je donne ma langue au chat.
I give up.,J'abandonne.
I gloated.,J'ai jubilé.
I got hot.,Je me suis mis à avoir chaud.
I got hot.,Je me suis mise à avoir chaud.
I grinned.,J'ai souri.
I groaned.,J'ai gémi.
I grunted.,J'ai grogné.
I had fun.,Je me suis amusé.
I had fun.,Je me suis amusée.
I had fun.,Je me suis marré.
I had fun.,Je me suis marrée.
I hate it.,Je déteste ça.
I have it.,Je l'ai.
I hit Tom.,J'ai frappé Tom.
I hope so.,J'espère bien.
I hurried.,Je me suis dépêché.
I hurried.,Je me suis dépêchée.
I hurried.,Je me suis précipité.
I hurried.,Je me suis précipitée.
I inhaled.,J’ai inspiré.
I knew it.,Je le savais.
I like it.,Ça me plaît.
I like it.,J'aime ça.
I like it.,J'aime bien.
I lost it.,Je l’ai perdu.
I love it!,J'adore ça !
I love it.,J'adore ça !
I made it.,J’ai réussi.
I mean it!,Je suis sérieux !
I mean it.,Je suis sérieux.
I must go.,Je dois y aller.
I must go.,Il faut que j'y aille.
I must go.,Il me faut y aller.
I must go.,Il me faut partir.
I must go.,Il me faut m'en aller.
I must go.,Je dois partir.
I must go.,Je dois m'en aller.
I must go.,Il faut que je m'en aille.
I need it.,J'en ai besoin.
I need it.,Il me le faut.
I noticed.,J'ai remarqué.
I prepaid.,J'ai payé d'avance.
I promise.,Je le promets.
I promise.,Promis.
I relaxed.,Je me suis détendu.
I relaxed.,Je me suis détendue.
I retired.,J'ai pris ma retraite.
I retired.,Je suis parti à la retraite.
I retired.,Je suis partie à la retraite.
I said no.,J'ai dit non.
I said so.,Je l'ai dit.
I saw Tom.,J'ai vu Tom.
I saw Tom.,Je voyais Tom.
I saw him.,Je l'ai vu.
I saw him.,Je l’ai vu.
I saw him.,Je le vis.
I saw one.,J'en ai vu une.
I saw one.,J'en ai vu un.
I saw you.,Je vous vis.
I saw you.,Je te vis.
I saw you.,Je t'ai vue.
I saw you.,Je t'ai vu.
I saw you.,Je vous ai vues.
I saw you.,Je vous ai vus.
I saw you.,Je vous ai vue.
I saw you.,Je vous ai vu.
I see Tom.,Je vois Tom.
I see you.,Je te vois.
I shouted.,J'ai crié.
I tripped.,J'ai trébuché.
I tripped.,J'ai plané.
I want it.,Je le veux.
I was ill.,J'étais malade.
I was new.,J'étais nouveau.
I was new.,J'étais nouvelle.
I will go.,J'irai.
I woke up.,Je me suis réveillé.
I woke up.,Je me suis éveillé.
I'd agree.,Je serais d'accord.
I'd leave.,Je partirais.
I'll call.,J'appellerai.
I'll come.,Je viendrai.
I'll cook.,Je cuisinerai.
I'll help.,J'aiderai.
I'll live.,Je vivrai.
I'll obey.,J'obéirai.
I'll pack.,Je ferai mon sac.
I'll pack.,Je ferai ma valise.
I'll pack.,Je plierai mes gaules.
I'll pass.,Je passerai.
I'll quit.,J'abandonnerai.
I'll sing.,Je chanterai.
I'll stay.,Je vais rester.
I'll stop.,J'arrêterai.
I'll swim.,Je nagerai.
I'll talk.,Je parlerai.
I'll talk.,Je vais parler.
I'll wait.,J'attendrai.
I'll walk.,Je marcherai.
I'll work.,Je vais travailler.
I'll work.,Je travaillerai.
I'm a Leo.,Je suis Lion.
I'm a cop.,Je suis flic.
I'm a man.,Je suis un homme.
I'm alive.,Je suis en vie.
I'm alive.,Je suis vivant.
I'm alive.,Je suis vivante.
I'm alone.,Je suis seule.
I'm alone.,Je suis seul.
I'm angry.,Je suis énervé.
I'm angry.,Je suis en colère.
I'm armed.,Je suis armé.
I'm armed.,Je suis armée.
I'm awake.,Je suis réveillé.
I'm blind.,Je suis aveugle.
I'm brave.,Je suis courageux.
I'm brave.,Je suis courageuse.
I'm brave.,Je suis brave.
I'm broke.,Je suis fauché.
I'm broke.,Je suis dans la dèche.
I'm clean.,J'ai décroché.
I'm clean.,Je suis propre.
I'm crazy.,Je suis fou.
I'm crazy.,Je suis folle.
I'm cured.,Je suis guéri.
I'm cured.,Je suis guérie.
I'm dirty.,Je suis sale.
I'm dizzy.,J'ai la tête qui tourne.
I'm drunk.,Je suis saoul.
I'm drunk.,Je suis soûl.
I'm drunk.,Je suis ivre.
I'm dying.,Je me meurs.
I'm early.,Je suis en avance.
I'm first.,Je suis en premier.
I'm fussy.,Je suis difficile.
I'm fussy.,Je suis tatillon.
I'm fussy.,Je suis tatillonne.
I'm going.,Je pars maintenant.
I'm going.,Je me tire.
I'm going.,J’y vais.
I'm going.,Je pars.
I'm loyal.,Je suis loyal.
I'm loyal.,Je suis loyale.
I'm lucky.,Je suis veinard.
I'm lucky.,Je suis veinarde.
I'm lucky.,J'ai du pot.
I'm lucky.,Je suis chanceux.
I'm lucky.,Je suis chanceuse.
I'm lying.,Je suis en train de mentir.
I'm naked.,Je suis nu.
I'm naked.,Je suis nue.
I'm naked.,Je me trouve nu.
I'm naked.,Je me trouve nue.
I'm naked.,Je suis à poil.
I'm needy.,Je suis dans le besoin.
I'm picky.,Je suis tatillonne.
I'm quiet.,Je suis tranquille.
I'm ready!,Je suis prête !
I'm ready!,Je suis prêt !
I'm ready.,Je suis prêt.
I'm right.,J'ai raison.
I'm short.,Je suis petite.
I'm sober.,Je suis sobre.
I'm sorry.,Excuse-moi.
I'm sorry.,Désolé.
I'm sorry.,Excusez-moi.
I'm sorry.,Désolé !
I'm sorry.,Je suis désolé.
I'm sorry.,Je suis désolée.
I'm stuck.,Je suis coincée.
I'm timid.,Je suis timide.
I'm tired.,Je suis fatigué !
I'm tough.,Je suis dur.
I'm tough.,Je suis dure.
I'm tough.,Je suis dur à cuire.
I'm tough.,Je suis dure à cuire.
I'm yours.,Je suis à toi.
I'm yours.,Je suis à vous.
I've lost.,J'ai perdu.
Is Tom OK?,Est-ce que Tom va bien ?
Is Tom OK?,Tom va-t-il bien ?
Is Tom in?,Est-ce que Tom est là ?
Is Tom in?,Tom est là ?
Is he Tom?,C'est lui Tom ?
Is it bad?,C'est grave ?
Is it bad?,Est-ce grave ?
Is it far?,Est-ce éloigné ?
Is it far?,Est-ce loin ?
Is it hot?,Est-ce chaud ?
Is it red?,Est-il rouge ?
Is it red?,Est-elle rouge ?
Is it you?,Est-ce toi ?
Is it you?,Est-ce vous ?
Is it you?,Est-ce que c'est vous ?
Is it you?,C'est toi ?
It burned.,Ça a brûlé.
It failed.,Ça a échoué.
It poured.,Il pleuvait à verse.
It snowed.,Il a neigé.
It stinks.,Ça sent mauvais.
It stinks.,Ça pue.
It was OK.,C'était bon.
It was OK.,C'était correct.
It was OK.,C'était OK.
It worked.,Ça a fonctionné.
It worked.,Ça a marché.
It's 3:30.,Il est trois heures et demie.
It's 8:30.,Il est huit heures trente.
It's 8:30.,Il est 8 h 30.
It's a TV.,C'est une télé.
It's cold.,Il fait froid.
It's cold.,C'est froid.
It's dark.,C'est sombre.
It's dead.,Elle est morte.
It's dead.,C'est mort.
It's dead.,Il est mort.
It's done.,C'est fait.
It's easy.,C'est simple.
It's food.,C'est de la nourriture.
It's free.,C'est gratuit.
It's full.,Il est plein.
It's hard.,C'est dur.
It's here.,Elle est ici.
It's here.,C'est ici.
It's hers.,C'est le sien.
It's hers.,C'est la sienne.
It's late.,Il est tard.
It's lost.,C'est perdu.
It's mine.,C'est le mien.
It's mine.,C'est la mienne.
It's mine.,C'est à moi.
It's mine.,Il s'agit du mien.
It's open.,C'est ouvert.
It's ours.,C'est le nôtre.
It's ours.,C'est la nôtre.
It's ours.,C'est à nous.
It's safe.,C'est sûr.
It's sand.,C'est du sable.
It's time.,Il est temps !
It's time.,C'est l'heure.
It's true!,C'est vrai !
It's work.,C'est du boulot.
Jump down.,Saute.
Keep away.,Reste à distance.
Keep back.,Reculez.
Keep back.,Reste à l'écart.
Keep back.,Restez à l'écart.
Keep back.,Recule.
Keep back.,Restez en arrière.
Keep back.,Restez en retrait.
Keep back.,Reste en arrière.
Keep back.,Reste en retrait.
Keep calm.,Restez calme.
Keep cool.,Gardez votre calme.
Keep that.,Garde ça.
Keep that.,Gardez cela.
Keep that.,Garde-le.
Keep them.,Gardez-les.
Keep them.,Garde-les.
Keep this.,Garde ça.
Keep this.,Gardez ceci.
Keep warm.,Gardez au chaud.
Keep warm.,Garde au chaud.
Kill them.,Tue-les.
Kill them.,Tuez-les.
Leave Tom.,Romps avec Tom.
Leave Tom.,Rompez avec Tom.
Leave Tom.,Quitte Tom.
Leave Tom.,Quittez Tom.
Let it be.,Ainsi soit-il.
Let it be.,Laisse faire.
Let it go.,Laisse tomber.
Let it go.,Abandonne !
Let it go.,Laisse tomber !
Let it go.,Laissez tomber !
Let it go.,Du calme !
Let it go.,Renonce !
Let it go.,Abandonnez !
Let it go.,Abandonne !
Let it go.,Laisse !
Let it go.,Tranquille.
Let me go!,Laisse-moi partir !
Let me go!,Laissez-moi partir !
Let me go!,Lâche-moi !
Let me go!,Lâchez-moi !
Let me go!,Laisse-moi m'en aller !
Let me go!,Laissez-moi m'en aller !
Let me go!,Laissez-moi y aller !
Let me go!,Laisse-moi y aller !
Let me go.,Laisse-moi partir !
Let me go.,Laissez-moi partir !
Let me go.,Laisse-moi m'en aller !
Let me go.,Laissez-moi m'en aller !
Let me in.,Laissez-moi rentrer.
Let me in.,Laissez-moi entrer.
Let us in.,Laisse-nous entrer.
Let us in.,Laissez-nous entrer.
Let's ask.,Demandons.
Let's eat.,Mangeons.
Let's see.,Voyons voir !
Lie still.,"Reste allongé, immobile !"
Lie still.,"Reste allongée, immobile !"
Lie still.,"Restez allongé, immobile !"
Lie still.,"Restez allongée, immobile !"
Lie still.,"Restez allongés, immobiles !"
Lie still.,"Restez allongées, immobiles !"
Look away.,Détourne le regard.
Look away.,Regardez ailleurs.
Look back!,Regarde derrière toi !
Look back!,Regarde derrière !
Look back.,Regarde derrière toi !
Look back.,Regarde derrière toi.
Look back.,Regardez derrière vous.
Look here.,Regarde ici.
Look here.,Regardez ici.
Loosen up.,Reste cool.
Loosen up.,Détendez-vous !
Loosen up.,Du calme !
Loosen up.,Calmez-vous !
Loosen up.,Échauffe-toi !
Loosen up.,Échauffez-vous !
Loosen up.,Détends-toi !
Loosen up.,Laisse-toi aller !
Loosen up.,Laissez-vous aller !
Loosen up.,Tranquillisez-vous.
Loosen up.,Du calme.
Loosen up.,Tranquille.
Move over.,Bouge de là.
Move over.,Poussez-vous.
Move over.,Pousse-toi.
Move over.,Poussez-vous de là.
Nice shot!,Joli coup !
Of course!,Pour sûr.
Of course!,Mais ouais !
Of course!,Pardi !
Of course.,Bien sûr.
Of course.,Pour sûr.
Oh please!,Je vous en prie !
Oh please!,Je t'en prie !
Pardon me?,Pardon ?
Pardon me?,Je vous demande pardon ?
Pardon me?,Qu'avez-vous dit ?
Pardon me?,Qu'as-tu dit ?
Pardon me?,Plaît-il ?
Pardon me?,Je vous demande pardon.
Pardon me?,Plait-il ?
Pardon me?,Qu'as-tu dit ?
Pardon me?,Hein ?
Pardon me?,Pardon ?
Pardon me?,Qu'est-ce que tu as dit ?
Pardon me?,Quoi ?
Pardon me?,Je vous demande pardon ?
Read this.,Lis ceci.
Rest here.,Reposez-vous ici.
Rest here.,Repose-toi ici.
"Say ""aah.""",Dis « ahhh » !
"Say ""aah.""",Faites aaah !
"Say ""aah.""",Fais aaah !
Say hello.,Dis bonjour.
See above.,Voyez ci-dessus.
See below.,Voyez ci-dessous.
See below.,Voir ci-dessous.
Seize him!,Capturez-le !
Seize him!,Attrapez-le !
Seize him!,Attrapez-le !
Seize him!,Capturez-le !
Seriously?,Vraiment ?
Seriously?,C'est vrai ?
Seriously?,Est-ce sérieux ?
Seriously?,Vrai ?
Seriously?,Sans blague ?
Seriously?,Ah bon ?
Seriously?,Sérieusement ?
Seriously?,Ah vraiment ?
Seriously?,Vraiment ?
She cried.,Elle pleurait.
She cried.,Elle pleura.
She tried.,Elle a essayé.
She walks.,Elle marche.
She's hot.,Elle est chaude.
She's hot.,Elle est très attirante.
Sign here.,Signe ici.
Sign here.,Signez ici.
Sign this.,Signe ça.
Sign this.,Signez ceci.
Sit still.,Reste assis sans bouger.
Sit still.,Restez assis sans bouger.
Sit tight.,Restez assis.
Sit tight.,Restez assise.
Sit tight.,Reste assise.
Sit tight.,Restez assises.
Sit tight.,Patientez.
Slow down!,Doucement !
Slow down!,Calmos !
Slow down.,Ralentis !
Slow down.,Ralentissez !
Slow down.,Doucement !
Slow down.,Calmos !
Slow down.,Ralentissez.
Start now.,Commencez maintenant.
Start now.,Commence maintenant.
Stay away.,Reste à l'écart.
Stay away.,Restez à l'écart.
Stay away.,Restes-y.
Stay away.,Restez-y.
Stay back.,Reste en arrière !
Stay back.,Restez en arrière !
Stay back.,Reste à l'écart.
Stay back.,Ne t'approche pas.
Stay calm.,Restez calme.
Stay calm.,Reste calme.
Stay calm.,Garde ton calme.
Stay calm.,Garde ton sang-froid.
Stay calm.,Reste tranquille.
Stay calm.,Du calme.
Stay calm.,Gardez votre calme.
Stay calm.,On reste cool.
Stay calm.,On reste calme.
Stay cool.,Du calme.
Stay cool.,On reste cool.
Stay cool.,Restez cool.
Stay down!,Reste baissé.
Stay down!,Restez baissé.
Stay down.,Reste baissé.
Stay down.,Restez baissé.
Stay here.,Restez là !
Stay here.,Reste ici !
Stay here.,Restez ici.
Stay home.,Reste à la maison !
Stay safe.,Restez prudent.
Stay safe.,Restez prudents.
Stay safe.,Restez prudentes.
Stay safe.,Reste prudent.
Stay safe.,Reste prudente.
Stay thin.,Reste mince !
Step back.,Recule !
Step back.,Reculez !
Stop that!,Arrêtez !
Stop that!,Arrêtez ça !
Stop that.,Arrête ça !
Stop that.,Arrête ça !
Stop them.,Arrêtez-les.
Take care!,Prends bien soin de toi.
Take care!,Prends soin de toi.
Take care!,Attention !
Take care!,Faites attention !
Take care!,Prenez soin de vous.
Take care!,Prends soin de toi !
Take care!,Soyez prudente !
Take care!,Faites attention.
Take care!,Fais attention.
Take care.,Prends bien soin de toi.
Take care.,Prends soin de toi.
Take care.,Prenez soin de vous.
Take care.,Prends soin de toi !
Take care.,Soyez prudente !
Take care.,Faites attention.
Take care.,Fais attention.
Take mine.,Prends le mien.
Take mine.,Prends la mienne.
Take mine.,Prenez le mien.
Take mine.,Prenez la mienne.
Take mine.,Prends les miens.
Take mine.,Prends les miennes.
Take mine.,Prenez les miens.
Take mine.,Prenez les miennes.
Take over.,Prenez le relais.
Take over.,Prends le relais.
Take over.,Prenez la relève.
Take over.,Prends la relève.
Take this.,Tenez.
Take this.,Prends ça.
Take this.,Prenez ça.
Take this.,Prenez-le.
Thank you.,Je te remercie.
Thank you.,Merci !
Thank you.,Je vous remercie.
Thank you.,Merci.
That's OK.,Il n'y a pas de problème.
That's OK.,Pas de problème.
That's OK.,Ce n'est pas grave.
That's OK.,Ça va.
That's it.,C'est ça.
That's me.,C'est bibi !
Then what?,Et alors ?
They fell.,Ils sont tombés.
They fell.,Elles sont tombées.
They left.,Ils sont partis.
They left.,Elles sont parties.
They lied.,Ils ont menti.
They lied.,Elles ont menti.
They lost.,Ils ont perdu.
They lost.,Elles ont perdu.
They swam.,Ils nageaient.
They swam.,Elles nageaient.
They swam.,Ils nagèrent.
They swam.,Elles nagèrent.
Time's up.,Le temps est écoulé.
Tom cooks.,Tom cuisine.
Tom cried.,Tom pleura.
Tom dived.,Tom a fait de la plongée.
Tom fired.,Tom a tiré.
Tom is OK.,Tom va bien.
Tom is in.,Tom est dedans.
Tom is up.,Tom est debout.
Tom knits.,Tom tricote.
Tom knows.,Tom sait.
Tom limps.,Tom boite.
Tom rocks.,Tom assure.
Tom spoke.,Tom a parlé.
Tom tries.,Tom essaie.
Tom tries.,Tom essaye.
Tom voted.,Tom choisissait.
Tom voted.,Tom a voté.
Tom waved.,Tom a fait signe de la main.
Tom works.,Tom est en train de travailler.
Tom works.,Tom travaille.
Tom's fat.,Tom est gros.
Tom's mad.,Tom est en colère.
Tom's mad.,Tom est fou.
Tom's sad.,Tom est triste.
Trust Tom.,Fais confiance à Tom.
Trust Tom.,Faites confiance à Tom.
Try again.,Essaie encore.
Try again.,Essayez de nouveau.
Try again.,Essaie de nouveau.
Try it on.,Essaie-le !
Turn left.,Tourne à gauche.
Turn left.,Prends à gauche.
Unlock it.,Déverrouillez-le.
Unlock it.,Déverrouille-le.
Wait here.,Attends ici.
Wait here.,Attends là.
Wait here.,Attendez ici.
Wait here.,Attendez là.
Watch out!,Attention !
Watch out!,Faites attention !
Watch out!,Fais attention !
Watch out!,Fais attention.
Way to go!,Bravo !
We agreed.,Nous sommes tombés d'accord.
We did it!,Nous avons réussi !
We did it.,Nous avons réussi !
We did it.,Nous l'avons fait.
We forgot.,Nous avons oublié.
We saw it.,Nous l'avons vu.
We saw it.,Nous l'avons vue.
We smiled.,Nous avons souri.
We talked.,Nous discutâmes.
We talked.,Nous avons discuté.
We talked.,Nous nous sommes entretenus.
We talked.,Nous nous sommes entretenues.
We talked.,Nous nous entretînmes.
We waited.,Nous attendîmes.
We waited.,Nous avons attendu.
We walked.,Nous sommes allés à pied.
We walked.,Nous sommes allées à pied.
We yawned.,On a bâillé.
We yawned.,Nous avons bâillé.
We'll try.,Nous essayerons.
We'll try.,Nous tenterons.
We'll win.,Nous l'emporterons.
We'll win.,Nous gagnerons.
We're hot.,Nous avons chaud.
We're men.,Nous sommes des hommes.
We're sad.,Nous sommes tristes.
We're shy.,Nous sommes timides.
Well done!,Bien vu !
Well done!,Bien cuit !
Well done!,À la bonne heure !
Well done!,Bien joué !
Well done!,Pas mal !
Well done!,C'est extra !
Well done!,Bravo !
Well done.,Bravo !
What's up?,Comment vas-tu ?
What's up?,Ça va ?
What's up?,Quoi de beau ?
What's up?,Qu'y a-t-il ?
What's up?,Quoi de neuf ?
Who cares?,Qui s'en préoccupe ?
Who cares?,Qui s'en soucie ?
Who cares?,À qui ceci importe-t-il ?
Who is he?,Qui est-ce ?
Who is he?,Qui est-il ?
Who is it?,Qui est-ce ?
Who is it?,Qui est-il ?
Who knows?,Qui sait ?
Who spoke?,Qui a parlé ?
Who'll go?,Qui ira ?
Who's Tom?,"C’est qui, Tom ?"
Who's ill?,Qui est malade ?
Wonderful!,Génial !
Wonderful!,Super !
Wonderful!,Excellent !
Wonderful!,Magnifique !
Wonderful!,C'est merveilleux !
Wonderful!,Quelle merveille !
Wonderful!,Formidable !
Wonderful!,À la bonne heure !
Wonderful!,Sensass !
Write Tom.,Écrivez à Tom.
You drive.,Tu conduis.
You drive.,"Toi, conduis !"
You drive.,Vous conduisez.
You idiot!,Espèce d'imbécile !
You idiot!,Espèce d'idiot !
You idiot!,Idiote !
You smell.,Tu sens mauvais.
You start.,Tu commences.
You start.,Vous commencez.
You stink.,Tu pues.
You stink.,Vous puez.
You tried.,Tu as essayé.
You tried.,Vous avez essayé.
You're OK.,Tu vas bien.
You're it!,Chat !
You're it!,C'est toi qui l'es !
Aim higher.,Vise plus haut.
Aim higher.,Visez plus haut.
All aboard!,Tout le monde à bord!
All aboard!,Tout le monde à bord !
Am I clear?,Suis-je clair ?
Am I clear?,Suis-je claire ?
Am I dying?,Suis-je en train de mourir ?
Am I dying?,Suis-je en train de trépasser ?
Am I early?,Suis-je en avance ?
Am I fired?,Vous me mettez à la porte ?
Am I first?,Suis-je le premier ?
Am I first?,Suis-je la première ?
Am I hired?,Suis-je engagé ?
Am I hired?,Suis-je engagée ?
Am I ready?,Suis-je prête ?
Am I ready?,Suis-je prêt ?
Am I right?,Ai-je raison ?
Am I right?,Suis-je dans le vrai ?
Am I wrong?,Me trompé-je ?
Am I wrong?,Ai-je tort ?
Am I wrong?,Est-ce que je me trompe ?
Answer Tom.,Réponds à Tom.
Answer Tom.,Répondez à Tom.
Are you OK?,Tu vas bien ?
Are you OK?,Est-ce que tu vas bien ?
Are you in?,Es-tu partant ?
Are you up?,Es-tu levé ?
Are you up?,Es-tu levée ?
Are you up?,Êtes-vous levé ?
Are you up?,Êtes-vous levée ?
Are you up?,Êtes-vous levés ?
Are you up?,Êtes-vous levées ?
Are you up?,Es-tu debout ?
Are you up?,Êtes-vous debout ?
Ask anyone.,Demandez à n'importe qui.
Ask anyone.,Demande à n'importe qui.
Ask anyone.,Demande à quiconque !
Ask around.,Demande alentour !
Ask around.,Demandez alentour !
Be careful!,Faites attention !
Be careful!,Fais attention !
Be careful!,Sois prudent !
Be careful!,Sois prudente !
Be careful!,Soyez prudent !
Be careful!,Soyez prudente !
Be careful!,Soyez prudents !
Be careful!,Soyez prudentes !
Be careful!,Fais gaffe !
Be careful!,Faites attention.
Be careful!,Fais attention.
Be careful!,Soyez vigilant !
Be careful.,Sois prudent !
Be careful.,Sois prudente !
Be careful.,Soyez prudent !
Be careful.,Soyez prudente !
Be careful.,Soyez prudents !
Be careful.,Soyez prudentes !
Be careful.,Faites attention.
Be careful.,Fais attention.
